date,unemployment benefits,severance,linkedin,jobs near me,indeed
2025-09-21,4.918367346938776,4.836601307189542,69.58410428931876,29.336993822923816,48.87900920927279
2025-09-28,4.918367346938776,3.6274509803921564,68.36333052985702,31.781743308167467,41.54715782788187
2025-10-05,4.918367346938776,3.6274509803921564,64.70100925147182,28.114619080301992,42.76913305811369
2025-10-12,4.918367346938776,3.6274509803921564,65.92178301093355,29.336993822923816,40.32518259765005
2025-10-19,4.918367346938776,3.6274509803921564,63.48023549201009,29.336993822923816,40.32518259765005
2025-10-26,4.918367346938776,3.6274509803921564,63.48023549201009,26.892244337680165,36.65925690695459
2025-11-02,4.918367346938776,3.6274509803921564,69.58410428931876,28.114619080301992,40.32518259765005
2025-11-09,4.918367346938776,4.836601307189542,73.24642556770395,30.55936856554564,37.88123213718641
2025-11-16,4.918367346938776,3.6274509803921564,73.24642556770395,29.336993822923816,39.10320736741823
2025-11-23,3.6887755102040822,3.6274509803921564,40.285534062237176,22.002745367192862,28.105430295331853
2025-11-30,6.14795918367347,3.6274509803921564,56.155592935239696,29.336993822923816,37.88123213718641
2025-12-07,4.918367346938776,3.6274509803921564,58.59714045416316,29.336993822923816,36.65925690695459
2025-12-14,4.918367346938776,3.6274509803921564,56.155592935239696,29.336993822923816,34.21530644649095
2025-12-21,4.918367346938776,4.836601307189542,36.623212783851976,23.22512010981469,26.883455065100033
2025-12-28,4.918367346938776,4.836601307189542,40.285534062237176,30.55936856554564,37.88123213718641
2026-01-04,6.14795918367347,4.836601307189542,69.58410428931876,36.67124227865477,50.10098443950461
2026-01-11,6.14795918367347,4.836601307189542,69.58410428931876,34.22649279341112,42.76913305811369
2026-01-18,6.14795918367347,4.836601307189542,74.46719932716569,30.55936856554564,39.10320736741823
2026-01-25,4.918367346938776,4.836601307189542,103.76576955424726,30.55936856554564,42.76913305811369
2026-02-01,6.14795918367347,4.836601307189542,76.90874684608914,31.781743308167467,39.10320736741823
2026-02-08,4.918367346938776,3.6274509803921564,70.80487804878048,29.336993822923816,36.65925690695459
2026-02-15,4.918367346938776,4.836601307189542,91.55803195962994,33.004118050789295,39.10320736741823
2026-02-22,4.918367346938776,4.836601307189542,80.57106812447435,33.004118050789295,37.88123213718641
2026-03-01,4.918367346938776,3.6274509803921564,83.01261564339781,31.781743308167467,37.88123213718641
2026-03-08,4.918367346938776,4.836601307189542,81.79184188393607,33.004118050789295,39.10320736741823
2026-03-15,4.918367346938776,3.6274509803921564,91.55803195962994,31.781743308167467,42.76913305811369
2026-03-22,4.918367346938776,3.6274509803921564,83.01261564339781,34.22649279341112,46.43505874880915
2026-03-29,4.918367346938776,4.836601307189542,83.01261564339781,34.22649279341112,42.76913305811369
