,CA,TX,FL
2010-06-05,62124.0,18360.0,20171.0
2010-06-12,79696.0,21331.0,25129.0
2010-06-19,76067.0,20268.0,24550.0
2010-06-26,78292.0,20490.0,27388.0
2010-07-03,80625.0,19812.0,23801.0
2010-07-10,72591.0,21927.0,29369.0
2010-07-17,92400.0,21123.0,27231.0
2010-07-24,73293.0,19095.0,25371.0
2010-07-31,72028.0,19358.0,21555.0
2010-08-07,76421.0,20429.0,22754.0
2010-08-14,71146.0,19271.0,21526.0
2010-08-21,65163.0,18941.0,23432.0
2010-08-28,61036.0,19683.0,25318.0
2010-09-04,61371.0,20492.0,19699.0
2010-09-11,50617.0,16674.0,22454.0
2010-09-18,65770.0,18526.0,20677.0
2010-09-25,74730.0,18445.0,21364.0
2010-10-02,68599.0,18660.0,16007.0
2010-10-09,76528.0,23331.0,23236.0
2010-10-16,62827.0,18946.0,23426.0
2010-10-23,66582.0,19581.0,21811.0
2010-10-30,72969.0,19044.0,18361.0
2010-11-06,72806.0,20679.0,18603.0
2010-11-13,67762.0,18047.0,17351.0
2010-11-20,72204.0,21046.0,19503.0
2010-11-27,63884.0,12304.0,12476.0
2010-12-04,77469.0,24115.0,18813.0
2010-12-11,78671.0,19988.0,18681.0
2010-12-18,71015.0,18494.0,20962.0
2010-12-25,86987.0,14590.0,16006.0
2011-01-01,73293.0,15967.0,14139.0
2011-01-08,90829.0,29795.0,21975.0
2011-01-15,76520.0,22605.0,28621.0
2011-01-22,62745.0,18281.0,23909.0
2011-01-29,75019.0,18897.0,22017.0
2011-02-05,73325.0,15240.0,17475.0
2011-02-12,70262.0,17411.0,17881.0
2011-02-19,68060.0,16580.0,15268.0
2011-02-26,55330.0,14873.0,15919.0
2011-03-05,68718.0,17701.0,15232.0
2011-03-12,63228.0,16709.0,16008.0
2011-03-19,61078.0,15622.0,16177.0
2011-03-26,64658.0,19488.0,15026.0
2011-04-02,56563.0,16575.0,13295.0
2011-04-09,82209.0,21683.0,17594.0
2011-04-16,64192.0,17801.0,20347.0
2011-04-23,63828.0,17682.0,18486.0
2011-04-30,60683.0,18678.0,16330.0
2011-05-07,64698.0,19549.0,16419.0
2011-05-14,57870.0,18431.0,17759.0
2011-05-21,64923.0,18337.0,18041.0
2011-05-28,63309.0,17678.0,17444.0
2011-06-04,60799.0,17871.0,16204.0
2011-06-11,64683.0,21204.0,17737.0
2011-06-18,69076.0,19672.0,20883.0
2011-06-25,74451.0,19620.0,20880.0
2011-07-02,76392.0,19269.0,14991.0
2011-07-09,60641.0,20025.0,22535.0
2011-07-16,81454.0,20240.0,26771.0
2011-07-23,57765.0,19439.0,21339.0
2011-07-30,56781.0,17611.0,19003.0
2011-08-06,64629.0,18985.0,16423.0
2011-08-13,53717.0,17295.0,15436.0
2011-08-20,54332.0,17824.0,14766.0
2011-08-27,57669.0,17731.0,15680.0
2011-09-03,57093.0,18970.0,15851.0
2011-09-10,53772.0,15194.0,14544.0
2011-09-17,54840.0,17271.0,15713.0
2011-09-24,53619.0,16504.0,15766.0
2011-10-01,56146.0,16382.0,14591.0
2011-10-08,70028.0,21026.0,17098.0
2011-10-15,61086.0,17537.0,17245.0
2011-10-22,68262.0,17892.0,15015.0
2011-10-29,62629.0,17538.0,15689.0
2011-11-05,64078.0,19873.0,13793.0
2011-11-12,54696.0,17042.0,12360.0
2011-11-19,73916.0,20143.0,15772.0
2011-11-26,46476.0,11600.0,10466.0
2011-12-03,74256.0,22081.0,12206.0
2011-12-10,58673.0,18101.0,15095.0
2011-12-17,63427.0,16354.0,13407.0
2011-12-24,79917.0,15478.0,13112.0
2011-12-31,55948.0,13093.0,12053.0
2012-01-07,78116.0,27039.0,15797.0
2012-01-14,79798.0,20159.0,18508.0
2012-01-21,59100.0,16128.0,13783.0
2012-01-28,63671.0,17613.0,16076.0
2012-02-04,69535.0,16983.0,15987.0
2012-02-11,61073.0,15730.0,15526.0
2012-02-18,59621.0,15549.0,13405.0
2012-02-25,55090.0,14014.0,12281.0
2012-03-03,59410.0,16130.0,12809.0
2012-03-10,54714.0,15917.0,11594.0
2012-03-17,53111.0,14130.0,13470.0
2012-03-24,55310.0,18315.0,13884.0
2012-03-31,54627.0,15365.0,12217.0
2012-04-07,61214.0,18997.0,13516.0
2012-04-14,64274.0,17012.0,15564.0
2012-04-21,63217.0,16932.0,14146.0
2012-04-28,56427.0,17169.0,15913.0
2012-05-05,58040.0,18398.0,13314.0
2012-05-12,54562.0,16952.0,13687.0
2012-05-19,57278.0,18600.0,14600.0
2012-05-26,56934.0,18224.0,15435.0
2012-06-02,52766.0,16370.0,14428.0
2012-06-09,65753.0,20398.0,16361.0
2012-06-16,57737.0,19631.0,18889.0
2012-06-23,65976.0,19471.0,17955.0
2012-06-30,67021.0,17275.0,14231.0
2012-07-07,58005.0,18599.0,18318.0
2012-07-14,84249.0,19300.0,18904.0
2012-07-21,52142.0,17402.0,15901.0
2012-07-28,47404.0,16640.0,14061.0
2012-08-04,50473.0,17304.0,13761.0
2012-08-11,58414.0,16644.0,14020.0
2012-08-18,52865.0,17161.0,15578.0
2012-08-25,51108.0,17287.0,14734.0
2012-09-01,51062.0,18091.0,12811.0
2012-09-08,42899.0,17074.0,12729.0
2012-09-15,61421.0,16711.0,14747.0
2012-09-22,47894.0,16612.0,14555.0
2012-09-29,49963.0,15739.0,12583.0
2012-10-06,44984.0,17463.0,12998.0
2012-10-13,71919.0,18792.0,16945.0
2012-10-20,55333.0,17220.0,14531.0
2012-10-27,56472.0,16681.0,13390.0
2012-11-03,48323.0,17071.0,12451.0
2012-11-10,73016.0,18603.0,12325.0
2012-11-17,46679.0,18504.0,13859.0
2012-11-24,39626.0,12079.0,12411.0
2012-12-01,64037.0,22514.0,12063.0
2012-12-08,69989.0,18664.0,12812.0
2012-12-15,63122.0,17128.0,17892.0
2012-12-22,51333.0,16952.0,17442.0
2012-12-29,53345.0,9477.0,6427.0
2013-01-05,62036.0,18146.0,8928.0
2013-01-12,72268.0,30932.0,16242.0
2013-01-19,68650.0,20484.0,17399.0
2013-01-26,48236.0,15402.0,13829.0
2013-02-02,60020.0,17473.0,15879.0
2013-02-09,55190.0,17112.0,15583.0
2013-02-16,81873.0,16273.0,13141.0
2013-02-23,41521.0,14939.0,12263.0
2013-03-02,53241.0,15746.0,11537.0
2013-03-09,47052.0,16386.0,12339.0
2013-03-16,50059.0,15569.0,11602.0
2013-03-23,58771.0,18305.0,12010.0
2013-03-30,56110.0,14816.0,11355.0
2013-04-06,43217.0,17261.0,12635.0
2013-04-13,67520.0,20311.0,15264.0
2013-04-20,50839.0,17241.0,13608.0
2013-04-27,47118.0,16799.0,11645.0
2013-05-04,47193.0,17294.0,11361.0
2013-05-11,62253.0,17368.0,12784.0
2013-05-18,45919.0,17696.0,12997.0
2013-05-25,54541.0,17088.0,14054.0
2013-06-01,45745.0,15212.0,10875.0
2013-06-08,44536.0,18219.0,12621.0
2013-06-15,59877.0,17761.0,17407.0
2013-06-22,66058.0,17997.0,15349.0
2013-06-29,56735.0,18488.0,12079.0
2013-07-06,52470.0,15355.0,13765.0
2013-07-13,59269.0,21356.0,17085.0
2013-07-20,66992.0,18971.0,15190.0
2013-07-27,45513.0,16189.0,14085.0
2013-08-03,49228.0,17340.0,13731.0
2013-08-10,45123.0,16446.0,12850.0
2013-08-17,50990.0,16226.0,12875.0
2013-08-24,48446.0,15472.0,12409.0
2013-08-31,43458.0,15764.0,11465.0
2013-09-07,18046.0,14773.0,9657.0
2013-09-14,40657.0,16054.0,13603.0
2013-09-21,36903.0,16036.0,13292.0
2013-09-28,37948.0,14781.0,11943.0
2013-10-05,71602.0,16206.0,13336.0
2013-10-12,83383.0,16283.0,13699.0
2013-10-19,70350.0,15299.0,13215.0
2013-10-26,65890.0,16070.0,17692.0
2013-11-02,63422.0,16669.0,17274.0
2013-11-09,68159.0,18405.0,16380.0
2013-11-16,63515.0,15821.0,17925.0
2013-11-23,71841.0,17920.0,16967.0
2013-11-30,51921.0,10636.0,11628.0
2013-12-07,73797.0,20397.0,16331.0
2013-12-14,78419.0,15493.0,12956.0
2013-12-21,72990.0,16033.0,14372.0
2013-12-28,58355.0,9310.0,10878.0
2014-01-04,54871.0,15948.0,17201.0
2014-01-11,63190.0,28748.0,22233.0
2014-01-18,74898.0,19959.0,19656.0
2014-01-25,72535.0,15807.0,16652.0
2014-02-01,62904.0,16699.0,15129.0
2014-02-08,64049.0,17139.0,13544.0
2014-02-15,69881.0,15530.0,12646.0
2014-02-22,64908.0,13913.0,11779.0
2014-03-01,59143.0,15158.0,12417.0
2014-03-08,57881.0,15544.0,12832.0
2014-03-15,61070.0,14171.0,11901.0
2014-03-22,52345.0,16595.0,13599.0
2014-03-29,69971.0,14774.0,13694.0
2014-04-05,56079.0,16139.0,15318.0
2014-04-12,65292.0,17931.0,15382.0
2014-04-19,62405.0,14813.0,15005.0
2014-04-26,61168.0,15360.0,15857.0
2014-05-03,57455.0,16507.0,14899.0
2014-05-10,49804.0,16130.0,13669.0
2014-05-17,54281.0,16955.0,13005.0
2014-05-24,53111.0,16695.0,12318.0
2014-05-31,51167.0,15735.0,11521.0
2014-06-07,61102.0,17835.0,15571.0
2014-06-14,61772.0,16494.0,15245.0
2014-06-21,62327.0,16722.0,13904.0
2014-06-28,55033.0,16951.0,13890.0
2014-07-05,51025.0,14028.0,15611.0
2014-07-12,62151.0,19175.0,15454.0
2014-07-19,55929.0,16211.0,14138.0
2014-07-26,54180.0,14457.0,14077.0
2014-08-02,44936.0,14149.0,13498.0
2014-08-09,55043.0,14908.0,14734.0
2014-08-16,46272.0,13858.0,13272.0
2014-08-23,47139.0,14166.0,13139.0
2014-08-30,48702.0,14089.0,13096.0
2014-09-06,37734.0,13798.0,12546.0
2014-09-13,43003.0,13473.0,13323.0
2014-09-20,51833.0,13141.0,13154.0
2014-09-27,44118.0,12506.0,12637.0
2014-10-04,45943.0,14482.0,14380.0
2014-10-11,46671.0,16097.0,13599.0
2014-10-18,49425.0,14377.0,12155.0
2014-10-25,52364.0,13819.0,12170.0
2014-11-01,48514.0,14054.0,11612.0
2014-11-08,58026.0,16440.0,11878.0
2014-11-15,40438.0,15335.0,11367.0
2014-11-22,59611.0,16016.0,11640.0
2014-11-29,45792.0,9703.0,8446.0
2014-12-06,51843.0,18810.0,11985.0
2014-12-13,63637.0,14828.0,11106.0
2014-12-20,47498.0,15057.0,10121.0
2014-12-27,54045.0,8049.0,8261.0
2015-01-03,40784.0,13471.0,13599.0
2015-01-10,66906.0,25783.0,15003.0
2015-01-17,62191.0,19674.0,12730.0
2015-01-24,40605.0,17117.0,10768.0
2015-01-31,58673.0,17981.0,10515.0
2015-02-07,61006.0,20418.0,10569.0
2015-02-14,46871.0,17999.0,9480.0
2015-02-21,43039.0,17182.0,9363.0
2015-02-28,47589.0,17136.0,8898.0
2015-03-07,45764.0,19075.0,10491.0
2015-03-14,46784.0,17302.0,8832.0
2015-03-21,44249.0,19337.0,8982.0
2015-03-28,43250.0,18361.0,8662.0
2015-04-04,39603.0,18356.0,9269.0
2015-04-11,50178.0,21023.0,10374.0
2015-04-18,51521.0,18860.0,9294.0
2015-04-25,47303.0,17372.0,9141.0
2015-05-02,45550.0,17228.0,8416.0
2015-05-09,45289.0,17348.0,9503.0
2015-05-16,42759.0,17021.0,9216.0
2015-05-23,42678.0,17595.0,9712.0
2015-05-30,34787.0,15015.0,8480.0
2015-06-06,45704.0,18504.0,10982.0
2015-06-13,43112.0,16929.0,12045.0
2015-06-20,45297.0,17436.0,11357.0
2015-06-27,48227.0,18491.0,9731.0
2015-07-04,53941.0,16086.0,10824.0
2015-07-11,46942.0,19605.0,12746.0
2015-07-18,48890.0,16431.0,10818.0
2015-07-25,45028.0,16270.0,10010.0
2015-08-01,41871.0,16281.0,10350.0
2015-08-08,44369.0,16692.0,10168.0
2015-08-15,44200.0,15621.0,9222.0
2015-08-22,42898.0,15367.0,9192.0
2015-08-29,41597.0,15925.0,8712.0
2015-09-05,42125.0,17045.0,8569.0
2015-09-12,36839.0,13476.0,7252.0
2015-09-19,40564.0,15661.0,7817.0
2015-09-26,40180.0,15160.0,7712.0
2015-10-03,42531.0,16483.0,8209.0
2015-10-10,44298.0,19110.0,9649.0
2015-10-17,43592.0,16217.0,7848.0
2015-10-24,45861.0,16449.0,8053.0
2015-10-31,48011.0,16966.0,7820.0
2015-11-07,47675.0,19421.0,8683.0
2015-11-14,45851.0,16301.0,7670.0
2015-11-21,53792.0,18146.0,8284.0
2015-11-28,33484.0,10921.0,5386.0
2015-12-05,55971.0,21703.0,8233.0
2015-12-12,55903.0,17168.0,7895.0
2015-12-19,53000.0,16016.0,8341.0
2015-12-26,43100.0,10933.0,5867.0
2016-01-02,40909.0,12859.0,6816.0
2016-01-09,58280.0,26258.0,11056.0
2016-01-16,74705.0,19126.0,9775.0
2016-01-23,53436.0,16838.0,8225.0
2016-01-30,50563.0,17635.0,8069.0
2016-02-06,49006.0,19309.0,8488.0
2016-02-13,47599.0,16967.0,7062.0
2016-02-20,42084.0,15977.0,7318.0
2016-02-27,46430.0,16936.0,6923.0
2016-03-05,45142.0,17643.0,7376.0
2016-03-12,46501.0,16955.0,6524.0
2016-03-19,44151.0,16306.0,6866.0
2016-03-26,43613.0,17361.0,6951.0
2016-04-02,36495.0,16427.0,7235.0
2016-04-09,49058.0,19103.0,8729.0
2016-04-16,50147.0,16564.0,7376.0
2016-04-23,46601.0,16288.0,7312.0
2016-04-30,42674.0,16133.0,7360.0
2016-05-07,41853.0,17074.0,8263.0
2016-05-14,43498.0,17346.0,8049.0
2016-05-21,40546.0,17421.0,8071.0
2016-05-28,44373.0,17101.0,8315.0
2016-06-04,35335.0,16543.0,8259.0
2016-06-11,54097.0,17624.0,10028.0
2016-06-18,44571.0,17571.0,10155.0
2016-06-25,49734.0,17181.0,9048.0
2016-07-02,45915.0,16540.0,8914.0
2016-07-09,39137.0,16075.0,10314.0
2016-07-16,44078.0,17483.0,9365.0
2016-07-23,42549.0,15838.0,8482.0
2016-07-30,43036.0,14990.0,8224.0
2016-08-06,43415.0,16186.0,8542.0
2016-08-13,41738.0,15596.0,8082.0
2016-08-20,38776.0,15210.0,8047.0
2016-08-27,40404.0,14268.0,7823.0
2016-09-03,40240.0,15707.0,7501.0
2016-09-10,35613.0,13072.0,7493.0
2016-09-17,38765.0,14817.0,7603.0
2016-09-24,38021.0,14694.0,7255.0
2016-10-01,38281.0,14323.0,7275.0
2016-10-08,43422.0,16881.0,7323.0
2016-10-15,46010.0,14613.0,7999.0
2016-10-22,44406.0,15308.0,7549.0
2016-10-29,46393.0,15832.0,7538.0
2016-11-05,47345.0,17998.0,7676.0
2016-11-12,39455.0,15829.0,7229.0
2016-11-19,53669.0,18565.0,7695.0
2016-11-26,42330.0,10877.0,5366.0
2016-12-03,53810.0,20194.0,7564.0
2016-12-10,50637.0,15509.0,8130.0
2016-12-17,50254.0,15595.0,7322.0
2016-12-24,52811.0,13720.0,6179.0
2016-12-31,37975.0,11715.0,6170.0
2017-01-07,43975.0,21401.0,9011.0
2017-01-14,60959.0,17583.0,8729.0
2017-01-21,61914.0,15064.0,7392.0
2017-01-28,53825.0,15118.0,8133.0
2017-02-04,45464.0,15306.0,7822.0
2017-02-11,49677.0,14652.0,7506.0
2017-02-18,48928.0,13841.0,6881.0
2017-02-25,43328.0,12293.0,6323.0
2017-03-04,45208.0,13841.0,6354.0
2017-03-11,45766.0,14103.0,7180.0
2017-03-18,41002.0,13344.0,6802.0
2017-03-25,42605.0,15950.0,6692.0
2017-04-01,35367.0,13745.0,6981.0
2017-04-08,43753.0,16625.0,8564.0
2017-04-15,47139.0,13147.0,6839.0
2017-04-22,45118.0,13835.0,6886.0
2017-04-29,43906.0,13224.0,6952.0
2017-05-06,43076.0,14590.0,8028.0
2017-05-13,37564.0,14546.0,7660.0
2017-05-20,38020.0,15198.0,7686.0
2017-05-27,42833.0,15135.0,7586.0
2017-06-03,34520.0,14020.0,8140.0
2017-06-10,40929.0,15942.0,10538.0
2017-06-17,42543.0,15593.0,8938.0
2017-06-24,46687.0,15407.0,8299.0
2017-07-01,46015.0,14052.0,8350.0
2017-07-08,37798.0,13296.0,8904.0
2017-07-15,44660.0,14448.0,8849.0
2017-07-22,44966.0,13607.0,8406.0
2017-07-29,42475.0,13166.0,7481.0
2017-08-05,39523.0,14081.0,8084.0
2017-08-12,37072.0,13218.0,7905.0
2017-08-19,37843.0,13290.0,7615.0
2017-08-26,38819.0,12105.0,7178.0
2017-09-02,37777.0,63788.0,7062.0
2017-09-09,30402.0,52024.0,4773.0
2017-09-16,39899.0,28387.0,10052.0
2017-09-23,39371.0,20104.0,18477.0
2017-09-30,37388.0,17063.0,14902.0
2017-10-07,41888.0,16656.0,13861.0
2017-10-14,40977.0,14865.0,11314.0
2017-10-21,41871.0,15164.0,10112.0
2017-10-28,43283.0,14423.0,8849.0
2017-11-04,43653.0,14937.0,8596.0
2017-11-11,44894.0,14719.0,7610.0
2017-11-18,50994.0,15826.0,8423.0
2017-11-25,35936.0,10737.0,5255.0
2017-12-02,54267.0,19599.0,8024.0
2017-12-09,47792.0,14375.0,7593.0
2017-12-16,47721.0,14244.0,7332.0
2017-12-23,45239.0,14138.0,6971.0
2017-12-30,35363.0,9919.0,5443.0
2018-01-06,47290.0,14973.0,7974.0
2018-01-13,58962.0,20540.0,9001.0
2018-01-20,51749.0,12793.0,7315.0
2018-01-27,49062.0,14275.0,7627.0
2018-02-03,43687.0,14131.0,7632.0
2018-02-10,41154.0,13738.0,7159.0
2018-02-17,40230.0,13044.0,6699.0
2018-02-24,31072.0,11697.0,6008.0
2018-03-03,42718.0,12570.0,5969.0
2018-03-10,44552.0,12848.0,6892.0
2018-03-17,42127.0,11837.0,6478.0
2018-03-24,39173.0,14723.0,6318.0
2018-03-31,39130.0,11603.0,5677.0
2018-04-07,41072.0,15108.0,7595.0
2018-04-14,45026.0,12698.0,6524.0
2018-04-21,40673.0,12221.0,6381.0
2018-04-28,39940.0,12086.0,6302.0
2018-05-05,39065.0,13780.0,6695.0
2018-05-12,39382.0,13755.0,6977.0
2018-05-19,41544.0,13953.0,6840.0
2018-05-26,37545.0,12836.0,7080.0
2018-06-02,35607.0,12227.0,6996.0
2018-06-09,40198.0,14504.0,9538.0
2018-06-16,41417.0,14167.0,7761.0
2018-06-23,46837.0,13474.0,7370.0
2018-06-30,40433.0,13599.0,7280.0
2018-07-07,35046.0,13353.0,8360.0
2018-07-14,41391.0,13703.0,7939.0
2018-07-21,39610.0,12549.0,7519.0
2018-07-28,36564.0,11737.0,6705.0
2018-08-04,37852.0,12275.0,6880.0
2018-08-11,36609.0,11658.0,6830.0
2018-08-18,37154.0,11760.0,6463.0
2018-08-25,35722.0,11956.0,6519.0
2018-09-01,35413.0,11301.0,5851.0
2018-09-08,31348.0,10838.0,5764.0
2018-09-15,33418.0,11857.0,6108.0
2018-09-22,34363.0,10994.0,5901.0
2018-09-29,33403.0,10447.0,5707.0
2018-10-06,38015.0,11980.0,7066.0
2018-10-13,40612.0,11802.0,6685.0
2018-10-20,39783.0,12422.0,10672.0
2018-10-27,38096.0,12201.0,8987.0
2018-11-03,40888.0,12808.0,7771.0
2018-11-10,45094.0,14597.0,7784.0
2018-11-17,38233.0,15133.0,6898.0
2018-11-24,33988.0,9653.0,4817.0
2018-12-01,55049.0,17035.0,7126.0
2018-12-08,47395.0,14041.0,7072.0
2018-12-15,47515.0,13461.0,6993.0
2018-12-22,48469.0,13894.0,6531.0
2018-12-29,38362.0,9090.0,5216.0
2019-01-05,38536.0,12905.0,7343.0
2019-01-12,53519.0,20493.0,10113.0
2019-01-19,48844.0,17453.0,9152.0
2019-01-26,56886.0,12479.0,8226.0
2019-02-02,48904.0,14161.0,7510.0
2019-02-09,44850.0,13526.0,7049.0
2019-02-16,43516.0,12388.0,6185.0
2019-02-23,34449.0,11766.0,5685.0
2019-03-02,41085.0,12099.0,5675.0
2019-03-09,40896.0,12760.0,6204.0
2019-03-16,41128.0,11580.0,5801.0
2019-03-23,39832.0,14382.0,5353.0
2019-03-30,38528.0,12327.0,5304.0
2019-04-06,36227.0,13093.0,6402.0
2019-04-13,39429.0,13868.0,6345.0
2019-04-20,43900.0,11439.0,5911.0
2019-04-27,40312.0,12084.0,5900.0
2019-05-04,38392.0,12748.0,6262.0
2019-05-11,39618.0,12959.0,6402.0
2019-05-18,37428.0,13807.0,6354.0
2019-05-25,38275.0,14355.0,6104.0
2019-06-01,34781.0,12773.0,5971.0
2019-06-08,41288.0,15186.0,8581.0
2019-06-15,38753.0,15081.0,7509.0
2019-06-22,44396.0,14494.0,7025.0
2019-06-29,42404.0,13655.0,6845.0
2019-07-06,35194.0,11598.0,7150.0
2019-07-13,39061.0,16144.0,7710.0
2019-07-20,39341.0,12958.0,6919.0
2019-07-27,38438.0,12265.0,6491.0
2019-08-03,36041.0,12915.0,6437.0
2019-08-10,41404.0,12816.0,6509.0
2019-08-17,35430.0,11694.0,6009.0
2019-08-24,34596.0,12619.0,6305.0
2019-08-31,34358.0,13048.0,5646.0
2019-09-07,30771.0,11500.0,5013.0
2019-09-14,34650.0,12273.0,6543.0
2019-09-21,35161.0,12440.0,5972.0
2019-09-28,33226.0,12691.0,5388.0
2019-10-05,33326.0,14146.0,6072.0
2019-10-12,40182.0,14342.0,5982.0
2019-10-19,39191.0,13058.0,5451.0
2019-10-26,41081.0,13183.0,5402.0
2019-11-02,39332.0,13861.0,5484.0
2019-11-09,45816.0,16393.0,6028.0
2019-11-16,40749.0,14335.0,5252.0
2019-11-23,49133.0,16139.0,5662.0
2019-11-30,36457.0,10359.0,3817.0
2019-12-07,48434.0,20649.0,5681.0
2019-12-14,47521.0,15037.0,5375.0
2019-12-21,49943.0,12589.0,5337.0
2019-12-28,34301.0,8947.0,3807.0
2020-01-04,36720.0,12367.0,4618.0
2020-01-11,51993.0,21902.0,6862.0
2020-01-18,64858.0,15783.0,6088.0
2020-01-25,45596.0,13070.0,5206.0
2020-02-01,43458.0,13818.0,5457.0
2020-02-08,40392.0,13869.0,5605.0
2020-02-15,43445.0,12790.0,5229.0
2020-02-22,34979.0,12047.0,4861.0
2020-02-29,41678.0,12692.0,4853.0
2020-03-07,43385.0,14355.0,5325.0
2020-03-14,57606.0,16176.0,6463.0
2020-03-21,186333.0,155426.0,74313.0
2020-03-28,1058325.0,276185.0,228484.0
2020-04-04,918814.0,315167.0,169885.0
2020-04-11,655472.0,274257.0,180419.0
2020-04-18,528360.0,280761.0,506670.0
2020-04-25,325343.0,254084.0,433103.0
2020-05-02,316257.0,243935.0,174860.0
2020-05-09,212667.0,141553.0,223082.0
2020-05-16,244431.0,134065.0,225404.0
2020-05-23,203262.0,127717.0,175411.0
2020-05-30,228634.0,106677.0,207707.0
2020-06-06,255836.0,89676.0,112161.0
2020-06-13,241424.0,94723.0,88148.0
2020-06-20,284494.0,89547.0,95683.0
2020-06-27,277362.0,96593.0,84370.0
2020-07-04,264791.0,117099.0,66941.0
2020-07-11,284914.0,105516.0,132831.0
2020-07-18,289594.0,87908.0,108976.0
2020-07-25,244653.0,76804.0,91462.0
2020-08-01,222043.0,62709.0,78286.0
2020-08-08,202509.0,52304.0,61584.0
2020-08-15,190354.0,61400.0,72774.0
2020-08-22,196916.0,52152.0,51647.0
2020-08-29,219563.0,56673.0,45590.0
2020-09-05,243404.0,65291.0,40256.0
2020-09-12,226004.0,49386.0,37265.0
2020-09-19,226179.0,48426.0,39028.0
2020-09-26,171220.0,41351.0,32373.0
2020-10-03,148213.0,42338.0,42306.0
2020-10-10,176083.0,44692.0,47904.0
2020-10-17,159876.0,45308.0,40070.0
2020-10-24,152176.0,35195.0,33542.0
2020-10-31,152480.0,37601.0,31625.0
2020-11-07,157773.0,33667.0,31403.0
2020-11-14,158825.0,38883.0,24358.0
2020-11-21,168186.0,38915.0,26931.0
2020-11-28,130383.0,24792.0,23063.0
2020-12-05,178724.0,47521.0,29142.0
2020-12-12,204388.0,38645.0,26018.0
2020-12-19,158661.0,34979.0,28609.0
2020-12-26,168732.0,31448.0,26533.0
2021-01-02,160989.0,45989.0,24697.0
2021-01-09,182625.0,64721.0,30583.0
2021-01-16,117242.0,55551.0,39226.0
2021-01-23,58226.0,53848.0,62818.0
2021-01-30,109251.0,52577.0,69140.0
2021-02-06,137939.0,47022.0,21710.0
2021-02-13,139603.0,35786.0,21564.0
2021-02-20,90465.0,36401.0,18630.0
2021-02-27,88978.0,56298.0,19020.0
2021-03-06,106771.0,49366.0,19281.0
2021-03-13,109327.0,73858.0,20340.0
2021-03-20,95996.0,81457.0,17349.0
2021-03-27,106404.0,87313.0,15716.0
2021-04-03,81373.0,83988.0,15025.0
2021-04-10,69458.0,66552.0,24402.0
2021-04-17,72875.0,46516.0,18838.0
2021-04-24,78606.0,33843.0,28017.0
2021-05-01,70760.0,30225.0,19765.0
2021-05-08,69927.0,31342.0,17555.0
2021-05-15,70282.0,27568.0,14561.0
2021-05-22,71055.0,25041.0,9882.0
2021-05-29,72003.0,21927.0,8257.0
2021-06-05,52883.0,18628.0,6552.0
2021-06-12,68014.0,21755.0,9896.0
2021-06-19,63902.0,23569.0,7667.0
2021-06-26,56259.0,19571.0,6917.0
2021-07-03,58847.0,24216.0,6739.0
2021-07-10,56925.0,34307.0,7457.0
2021-07-17,56481.0,45037.0,9970.0
2021-07-24,64491.0,33883.0,10110.0
2021-07-31,62209.0,30138.0,7718.0
2021-08-07,65476.0,31042.0,5905.0
2021-08-14,64714.0,23375.0,5432.0
2021-08-21,63346.0,20335.0,7977.0
2021-08-28,56337.0,20240.0,9700.0
2021-09-04,57546.0,20327.0,7218.0
2021-09-11,51596.0,16692.0,7761.0
2021-09-18,68814.0,16861.0,9316.0
2021-09-25,78721.0,21486.0,7713.0
2021-10-02,63988.0,19110.0,7054.0
2021-10-09,63137.0,18903.0,6215.0
2021-10-16,72885.0,16825.0,7481.0
2021-10-23,59747.0,16036.0,8788.0
2021-10-30,59255.0,15106.0,6502.0
2021-11-06,55033.0,16125.0,6217.0
2021-11-13,59723.0,15488.0,6116.0
2021-11-20,52490.0,15910.0,5831.0
2021-11-27,46877.0,10463.0,4136.0
2021-12-04,55364.0,19102.0,6212.0
2021-12-11,55938.0,15016.0,6033.0
2021-12-18,56171.0,15191.0,5160.0
2021-12-25,48851.0,11236.0,4244.0
2022-01-01,50174.0,13400.0,4299.0
2022-01-08,61469.0,23837.0,10103.0
2022-01-15,62274.0,19064.0,8593.0
2022-01-22,54196.0,15147.0,7346.0
2022-01-29,51601.0,15932.0,6680.0
2022-02-05,47354.0,14424.0,5925.0
2022-02-12,45736.0,13945.0,6044.0
2022-02-19,43554.0,13220.0,5510.0
2022-02-26,38142.0,12402.0,3328.0
2022-03-05,43612.0,13338.0,3830.0
2022-03-12,44886.0,13639.0,3910.0
2022-03-19,39055.0,13160.0,4866.0
2022-03-26,42311.0,15411.0,4701.0
2022-04-02,43393.0,12924.0,5167.0
2022-04-09,46608.0,15541.0,6619.0
2022-04-16,46300.0,13211.0,5668.0
2022-04-23,43440.0,13096.0,5240.0
2022-04-30,40624.0,12977.0,5221.0
2022-05-07,43670.0,13429.0,4475.0
2022-05-14,45638.0,13890.0,5104.0
2022-05-21,39519.0,14316.0,5218.0
2022-05-28,41430.0,14219.0,3698.0
2022-06-04,41233.0,14431.0,5796.0
2022-06-11,45184.0,15256.0,7035.0
2022-06-18,43995.0,16606.0,6500.0
2022-06-25,41491.0,14532.0,6318.0
2022-07-02,44314.0,15024.0,6155.0
2022-07-09,40513.0,15332.0,7267.0
2022-07-16,43194.0,16746.0,7858.0
2022-07-23,40072.0,15002.0,6901.0
2022-07-30,39677.0,14117.0,6140.0
