,CA,TX,FL
1998-04-04,63138.0,11893.0,7735.0
1998-04-11,55955.0,13589.0,8173.0
1998-04-18,53310.0,11196.0,7437.0
1998-04-25,48798.0,10990.0,7019.0
1998-05-02,53745.0,11087.0,7224.0
1998-05-09,60128.0,12784.0,7794.0
1998-05-16,55577.0,11973.0,8095.0
1998-05-23,50545.0,13636.0,8765.0
1998-05-30,47340.0,13202.0,7620.0
1998-06-06,53533.0,13162.0,10399.0
1998-06-13,51510.0,12112.0,10477.0
1998-06-20,52334.0,14229.0,9877.0
1998-06-27,52236.0,13699.0,9473.0
1998-07-04,52966.0,15125.0,9251.0
1998-07-11,51847.0,15107.0,12608.0
1998-07-18,45429.0,13449.0,10445.0
1998-07-25,52767.0,12761.0,8917.0
1998-08-01,49279.0,12365.0,8339.0
1998-08-08,52629.0,12909.0,9076.0
1998-08-15,44138.0,12240.0,8235.0
1998-08-22,44005.0,13331.0,8015.0
1998-08-29,41933.0,12477.0,8136.0
1998-09-05,44711.0,13399.0,8342.0
1998-09-12,38698.0,11473.0,6906.0
1998-09-19,44204.0,11581.0,7851.0
1998-09-26,44375.0,11496.0,5249.0
1998-10-03,48016.0,12120.0,7398.0
1998-10-10,50857.0,15683.0,10208.0
1998-10-17,47535.0,13092.0,8280.0
1998-10-24,51958.0,14442.0,8087.0
1998-10-31,56670.0,16530.0,7203.0
1998-11-07,67334.0,19534.0,7805.0
1998-11-14,60168.0,16939.0,7282.0
1998-11-21,60828.0,16132.0,8025.0
1998-11-28,46031.0,14441.0,5368.0
1998-12-05,72262.0,14043.0,7462.0
1998-12-12,53605.0,16584.0,7444.0
1998-12-19,54161.0,19641.0,5796.0
1998-12-26,51251.0,15472.0,6911.0
1999-01-02,47297.0,11668.0,4576.0
1999-01-09,64586.0,20306.0,9643.0
1999-01-16,55555.0,18499.0,9434.0
1999-01-23,55562.0,16052.0,7585.0
1999-01-30,59706.0,15109.0,8099.0
1999-02-06,71243.0,16104.0,7345.0
1999-02-13,66883.0,14377.0,7267.0
1999-02-20,55506.0,13778.0,6510.0
1999-02-27,54382.0,12394.0,6729.0
1999-03-06,54951.0,15621.0,6773.0
1999-03-13,52180.0,15681.0,6764.0
1999-03-20,51752.0,14234.0,6198.0
1999-03-27,50253.0,13518.0,6119.0
1999-04-03,51064.0,13700.0,6495.0
1999-04-10,54223.0,16870.0,8473.0
1999-04-17,49472.0,14235.0,7057.0
1999-04-24,45355.0,14356.0,6465.0
1999-05-01,47684.0,13876.0,6627.0
1999-05-08,55994.0,15610.0,8084.0
1999-05-15,46135.0,14744.0,7601.0
1999-05-22,45505.0,14741.0,8247.0
1999-05-29,44690.0,16417.0,8080.0
1999-06-05,43267.0,17395.0,7541.0
1999-06-12,47053.0,13236.0,9832.0
1999-06-19,50175.0,14073.0,9144.0
1999-06-26,49358.0,14470.0,9130.0
1999-07-03,52806.0,14664.0,7958.0
1999-07-10,46713.0,15680.0,8061.0
1999-07-17,47254.0,13430.0,9650.0
1999-07-24,43506.0,13116.0,8676.0
1999-07-31,45964.0,13020.0,8222.0
1999-08-07,49209.0,13412.0,7605.0
1999-08-14,43650.0,13259.0,7642.0
1999-08-21,42703.0,13292.0,7093.0
1999-08-28,40713.0,12718.0,6531.0
1999-09-04,43267.0,15350.0,7028.0
1999-09-11,38908.0,15091.0,5767.0
1999-09-18,43688.0,10783.0,5165.0
1999-09-25,43143.0,11611.0,5862.0
1999-10-02,44202.0,11866.0,6324.0
1999-10-09,48417.0,15510.0,7252.0
1999-10-16,42281.0,12948.0,6275.0
1999-10-23,49795.0,14247.0,6952.0
1999-10-30,48259.0,13453.0,6476.0
1999-11-06,61227.0,15361.0,6818.0
1999-11-13,58649.0,14538.0,5494.0
1999-11-20,62954.0,14149.0,6537.0
1999-11-27,40491.0,15459.0,4546.0
1999-12-04,60281.0,13517.0,6359.0
1999-12-11,49256.0,13879.0,6718.0
1999-12-18,48858.0,15014.0,6126.0
1999-12-25,48829.0,15585.0,5666.0
2000-01-01,37401.0,8310.0,4959.0
2000-01-08,59000.0,18872.0,8252.0
2000-01-15,50928.0,15218.0,7969.0
2000-01-22,51002.0,14151.0,6136.0
2000-01-29,52703.0,12024.0,7171.0
2000-02-05,64057.0,13771.0,6766.0
2000-02-12,58108.0,12411.0,6653.0
2000-02-19,56794.0,11631.0,6273.0
2000-02-26,51206.0,12097.0,5790.0
2000-03-04,54070.0,11382.0,5962.0
2000-03-11,51087.0,12074.0,6299.0
2000-03-18,45882.0,13925.0,5727.0
2000-03-25,44001.0,11611.0,5890.0
2000-04-01,42822.0,10863.0,5831.0
2000-04-08,43672.0,14913.0,7014.0
2000-04-15,40512.0,12329.0,6396.0
2000-04-22,44142.0,11431.0,6216.0
2000-04-29,39575.0,11740.0,6610.0
2000-05-06,48687.0,12480.0,6781.0
2000-05-13,45981.0,12827.0,6648.0
2000-05-20,42299.0,13320.0,7461.0
2000-05-27,40969.0,13447.0,7375.0
2000-06-03,40439.0,15081.0,7098.0
2000-06-10,45417.0,12683.0,9128.0
2000-06-17,48443.0,12959.0,8719.0
2000-06-24,49187.0,12720.0,8903.0
2000-07-01,47794.0,14279.0,7958.0
2000-07-08,43839.0,15123.0,8243.0
2000-07-15,44895.0,11551.0,9887.0
2000-07-22,42199.0,12814.0,9306.0
2000-07-29,41015.0,12071.0,7785.0
2000-08-05,47559.0,14270.0,8373.0
2000-08-12,44693.0,12547.0,8099.0
2000-08-19,39700.0,13007.0,7722.0
2000-08-26,39047.0,12761.0,7493.0
2000-09-02,38980.0,15067.0,7003.0
2000-09-09,37458.0,13480.0,6142.0
2000-09-16,40042.0,11944.0,7148.0
2000-09-23,40561.0,11577.0,5495.0
2000-09-30,42686.0,11968.0,7140.0
2000-10-07,47599.0,17593.0,6627.0
2000-10-14,44254.0,14105.0,6902.0
2000-10-21,46892.0,13113.0,6790.0
2000-10-28,46387.0,13421.0,6559.0
2000-11-04,59070.0,14710.0,6754.0
2000-11-11,47455.0,16914.0,5935.0
2000-11-18,61022.0,18344.0,7973.0
2000-11-25,42199.0,13055.0,4962.0
2000-12-02,56285.0,14514.0,7334.0
2000-12-09,48952.0,14971.0,4973.0
2000-12-16,48427.0,14545.0,7828.0
2000-12-23,50802.0,15346.0,7890.0
2000-12-30,42608.0,17745.0,6216.0
2001-01-06,45705.0,12071.0,6651.0
2001-01-13,57555.0,18541.0,8635.0
2001-01-20,41397.0,16796.0,8039.0
2001-01-27,54944.0,14859.0,9252.0
2001-02-03,60068.0,15456.0,8352.0
2001-02-10,61532.0,14792.0,8420.0
2001-02-17,52274.0,13916.0,7841.0
2001-02-24,53428.0,14885.0,7407.0
2001-03-03,56260.0,13809.0,7609.0
2001-03-10,58428.0,17274.0,8362.0
2001-03-17,51588.0,16092.0,7796.0
2001-03-24,49170.0,16028.0,7985.0
2001-03-31,49771.0,16466.0,7592.0
2001-04-07,52779.0,20182.0,8811.0
2001-04-14,51384.0,15175.0,9637.0
2001-04-21,50354.0,17253.0,8733.0
2001-04-28,48793.0,16557.0,8703.0
2001-05-05,55732.0,18143.0,9373.0
2001-05-12,55660.0,16852.0,9234.0
2001-05-19,52091.0,18701.0,9447.0
2001-05-26,49938.0,17254.0,9092.0
2001-06-02,44045.0,19196.0,7540.0
2001-06-09,51127.0,16879.0,11460.0
2001-06-16,52389.0,17372.0,9398.0
2001-06-23,54534.0,17415.0,9387.0
2001-06-30,53971.0,21124.0,10878.0
2001-07-07,49067.0,20157.0,8494.0
2001-07-14,54885.0,17211.0,13332.0
2001-07-21,52355.0,17533.0,14519.0
2001-07-28,48862.0,17491.0,11296.0
2001-08-04,54682.0,18387.0,10013.0
2001-08-11,53561.0,16267.0,10297.0
2001-08-18,48302.0,16933.0,9721.0
2001-08-25,47763.0,17223.0,9648.0
2001-09-01,48201.0,18527.0,8849.0
2001-09-08,44692.0,18693.0,8121.0
2001-09-15,45543.0,14837.0,8515.0
2001-09-22,54880.0,18562.0,8117.0
2001-09-29,59298.0,21217.0,15748.0
2001-10-06,64455.0,22852.0,16303.0
2001-10-13,57113.0,24492.0,14710.0
2001-10-20,67494.0,22297.0,13727.0
2001-10-27,63021.0,23465.0,12887.0
2001-11-03,66971.0,22477.0,13086.0
2001-11-10,67948.0,24444.0,12739.0
2001-11-17,63328.0,20092.0,10782.0
2001-11-24,48456.0,23866.0,8360.0
2001-12-01,67736.0,19123.0,12129.0
2001-12-08,60525.0,26019.0,12888.0
2001-12-15,53310.0,22536.0,10590.0
2001-12-22,48905.0,26735.0,9970.0
2001-12-29,37038.0,17437.0,5422.0
2002-01-05,58062.0,17031.0,8481.0
2002-01-12,92102.0,26115.0,14211.0
2002-01-19,80368.0,22875.0,12978.0
2002-01-26,67553.0,21413.0,9983.0
2002-02-02,69102.0,18836.0,10711.0
2002-02-09,67208.0,20255.0,10745.0
2002-02-16,58391.0,17778.0,9411.0
2002-02-23,55410.0,19044.0,8626.0
2002-03-02,58635.0,16489.0,8388.0
2002-03-09,59396.0,19582.0,9959.0
2002-03-16,54717.0,19250.0,8946.0
2002-03-23,59198.0,18092.0,8137.0
2002-03-30,60357.0,16717.0,9083.0
2002-04-06,55570.0,20763.0,10837.0
2002-04-13,64771.0,20552.0,11139.0
2002-04-20,66753.0,21639.0,10898.0
2002-04-27,62617.0,22731.0,11979.0
2002-05-04,59109.0,24868.0,10879.0
2002-05-11,57358.0,22837.0,10735.0
2002-05-18,52851.0,22851.0,11210.0
2002-05-25,55139.0,20685.0,11595.0
2002-06-01,45631.0,20331.0,10626.0
2002-06-08,53999.0,22437.0,13072.0
2002-06-15,55334.0,20326.0,13279.0
2002-06-22,58489.0,19453.0,13470.0
2002-06-29,57535.0,21639.0,11497.0
2002-07-06,55542.0,24235.0,10783.0
2002-07-13,61432.0,18599.0,14784.0
2002-07-20,58124.0,20075.0,13439.0
2002-07-27,59345.0,19427.0,11500.0
2002-08-03,52079.0,22072.0,10024.0
2002-08-10,53475.0,19451.0,11307.0
2002-08-17,51994.0,18887.0,11200.0
2002-08-24,51740.0,19441.0,10269.0
2002-08-31,50036.0,18928.0,9571.0
2002-09-07,46377.0,21763.0,9369.0
2002-09-14,51510.0,17444.0,10751.0
2002-09-21,53329.0,19077.0,10373.0
2002-09-28,52634.0,19335.0,10218.0
2002-10-05,63396.0,20631.0,11059.0
2002-10-12,62097.0,21609.0,11460.0
2002-10-19,60837.0,20677.0,10629.0
2002-10-26,60403.0,20503.0,8741.0
2002-11-02,60838.0,23245.0,9588.0
2002-11-09,68639.0,22220.0,11183.0
2002-11-16,55348.0,21220.0,9257.0
2002-11-23,72874.0,21318.0,10013.0
2002-11-30,44069.0,21382.0,6416.0
2002-12-07,64448.0,18090.0,11339.0
2002-12-14,57622.0,21263.0,10298.0
2002-12-21,65356.0,23854.0,9878.0
2002-12-28,55815.0,20716.0,7601.0
2003-01-04,53715.0,14384.0,8621.0
2003-01-11,75711.0,26623.0,12257.0
2003-01-18,74004.0,23836.0,12425.0
2003-01-25,63008.0,19481.0,9710.0
2003-02-01,63965.0,18044.0,10216.0
2003-02-08,67585.0,21984.0,11565.0
2003-02-15,57997.0,21274.0,9590.0
2003-02-22,57840.0,19950.0,9123.0
2003-03-01,63349.0,15848.0,8914.0
2003-03-08,62999.0,22310.0,10941.0
2003-03-15,57817.0,24178.0,9497.0
2003-03-22,58432.0,20662.0,9244.0
2003-03-29,56922.0,20336.0,9097.0
2003-04-05,57149.0,22242.0,10943.0
2003-04-12,66076.0,23581.0,10836.0
2003-04-19,62244.0,20169.0,10828.0
2003-04-26,59484.0,20596.0,10331.0
2003-05-03,58469.0,20973.0,10056.0
2003-05-10,58798.0,20033.0,11251.0
2003-05-17,52411.0,20214.0,11976.0
2003-05-24,52932.0,20923.0,10945.0
2003-05-31,47269.0,21303.0,10173.0
2003-06-07,57394.0,22545.0,14062.0
2003-06-14,56674.0,20504.0,13504.0
2003-06-21,60372.0,19904.0,12835.0
2003-06-28,58343.0,21806.0,10859.0
2003-07-05,60726.0,23377.0,11782.0
2003-07-12,64046.0,19925.0,14853.0
2003-07-19,56602.0,19559.0,12722.0
2003-07-26,51814.0,18779.0,10798.0
2003-08-02,51897.0,18705.0,10049.0
2003-08-09,53499.0,19217.0,10729.0
2003-08-16,44699.0,18321.0,10863.0
2003-08-23,49556.0,19363.0,10341.0
2003-08-30,50773.0,18776.0,9540.0
2003-09-06,45857.0,19046.0,9412.0
2003-09-13,51072.0,16712.0,10778.0
2003-09-20,48788.0,18596.0,9829.0
2003-09-27,46779.0,17610.0,8496.0
2003-10-04,58249.0,19231.0,9410.0
2003-10-11,58354.0,21607.0,11584.0
2003-10-18,54622.0,19192.0,9770.0
2003-10-25,68161.0,20444.0,8632.0
2003-11-01,55349.0,19936.0,8731.0
2003-11-08,64012.0,21311.0,8997.0
2003-11-15,54235.0,19829.0,7942.0
2003-11-22,61275.0,19620.0,10076.0
2003-11-29,41646.0,19907.0,6685.0
2003-12-06,58211.0,16823.0,9958.0
2003-12-13,48567.0,18684.0,9679.0
2003-12-20,45409.0,21426.0,9216.0
2003-12-27,49190.0,21838.0,7018.0
2004-01-03,43502.0,11456.0,6729.0
2004-01-10,58359.0,25141.0,11829.0
2004-01-17,58194.0,22686.0,14384.0
2004-01-24,49731.0,19298.0,10661.0
2004-01-31,57363.0,16471.0,10377.0
2004-02-07,57797.0,19673.0,11791.0
2004-02-14,44918.0,17472.0,10717.0
2004-02-21,48756.0,17073.0,9744.0
2004-02-28,58475.0,15235.0,9457.0
2004-03-06,51112.0,18113.0,10583.0
2004-03-13,48870.0,17757.0,9769.0
2004-03-20,46038.0,16786.0,9706.0
2004-03-27,44090.0,15888.0,8847.0
2004-04-03,42177.0,17053.0,9795.0
2004-04-10,54245.0,18892.0,12002.0
2004-04-17,47526.0,16672.0,10128.0
2004-04-24,47126.0,17026.0,10715.0
2004-05-01,43533.0,16816.0,9880.0
2004-05-08,45263.0,17129.0,10884.0
2004-05-15,43540.0,17675.0,11084.0
2004-05-22,42418.0,17800.0,11468.0
2004-05-29,40887.0,20274.0,12248.0
2004-06-05,43515.0,18971.0,11094.0
2004-06-12,43020.0,15567.0,12447.0
2004-06-19,49026.0,17512.0,12021.0
2004-06-26,45294.0,16432.0,11686.0
2004-07-03,47510.0,18579.0,11389.0
2004-07-10,48174.0,20493.0,13243.0
2004-07-17,45609.0,18100.0,13708.0
2004-07-24,42842.0,17107.0,11953.0
2004-07-31,41593.0,15807.0,9822.0
2004-08-07,43464.0,17473.0,11200.0
2004-08-14,39921.0,15320.0,10250.0
2004-08-21,40049.0,16415.0,12070.0
2004-08-28,37983.0,15964.0,14999.0
2004-09-04,40811.0,17626.0,10994.0
2004-09-11,35444.0,14999.0,9111.0
2004-09-18,40027.0,15277.0,17908.0
2004-09-25,39044.0,14446.0,19720.0
2004-10-02,43109.0,15181.0,19235.0
2004-10-09,46299.0,19706.0,19872.0
2004-10-16,37885.0,17306.0,17645.0
2004-10-23,49446.0,16311.0,16090.0
2004-10-30,48952.0,16572.0,11106.0
2004-11-06,52443.0,18444.0,11894.0
2004-11-13,46177.0,18665.0,9356.0
2004-11-20,51829.0,20237.0,10588.0
2004-11-27,37344.0,15988.0,6386.0
2004-12-04,51358.0,15292.0,10995.0
2004-12-11,47257.0,16250.0,9277.0
2004-12-18,44226.0,18138.0,8922.0
2004-12-25,48265.0,18676.0,7842.0
2005-01-01,49862.0,12240.0,6419.0
2005-01-08,61905.0,24996.0,12825.0
2005-01-15,59409.0,18263.0,10689.0
2005-01-22,47959.0,14663.0,8701.0
2005-01-29,50224.0,15914.0,9361.0
2005-02-05,50028.0,15981.0,9165.0
2005-02-12,46255.0,14787.0,8432.0
2005-02-19,47576.0,13235.0,8249.0
2005-02-26,44700.0,13892.0,7912.0
2005-03-05,45977.0,13011.0,8854.0
2005-03-12,45024.0,16010.0,8195.0
2005-03-19,40097.0,18181.0,8282.0
2005-03-26,45524.0,14035.0,7958.0
2005-04-02,36989.0,13922.0,7794.0
2005-04-09,48102.0,17212.0,11020.0
2005-04-16,41702.0,14273.0,8866.0
2005-04-23,44959.0,17247.0,8962.0
2005-04-30,42605.0,14672.0,8450.0
2005-05-07,41239.0,15249.0,9520.0
2005-05-14,39207.0,15213.0,9127.0
2005-05-21,39017.0,16925.0,8803.0
2005-05-28,38090.0,18240.0,11431.0
2005-06-04,35618.0,17248.0,9836.0
2005-06-11,40205.0,13363.0,11048.0
2005-06-18,40344.0,14344.0,9904.0
2005-06-25,39619.0,14123.0,10023.0
2005-07-02,39372.0,16980.0,9473.0
2005-07-09,37639.0,19407.0,12105.0
2005-07-16,40345.0,13040.0,11184.0
2005-07-23,37170.0,15077.0,10528.0
2005-07-30,36238.0,13931.0,9181.0
2005-08-06,37846.0,14334.0,10292.0
2005-08-13,34784.0,14140.0,9395.0
2005-08-20,33336.0,14055.0,8247.0
2005-08-27,33672.0,13687.0,8537.0
2005-09-03,33573.0,19300.0,9311.0
2005-09-10,30731.0,22806.0,8822.0
2005-09-17,36571.0,11364.0,11273.0
2005-09-24,34444.0,11110.0,8018.0
2005-10-01,34561.0,29041.0,8359.0
2005-10-08,39615.0,30949.0,11408.0
2005-10-15,31362.0,21705.0,8297.0
2005-10-22,40537.0,17625.0,8141.0
2005-10-29,38727.0,15438.0,7926.0
2005-11-05,39579.0,15469.0,8507.0
2005-11-12,35798.0,14175.0,14540.0
2005-11-19,44425.0,17553.0,21717.0
2005-11-26,30023.0,13300.0,6647.0
2005-12-03,53024.0,12806.0,10668.0
2005-12-10,39246.0,14169.0,8861.0
2005-12-17,41593.0,14323.0,7803.0
2005-12-24,46591.0,16120.0,7886.0
2005-12-31,35908.0,12334.0,6294.0
2006-01-07,52543.0,16082.0,9023.0
2006-01-14,47631.0,15283.0,10436.0
2006-01-21,41989.0,13809.0,7889.0
2006-01-28,41122.0,11757.0,8032.0
2006-02-04,42128.0,12652.0,7967.0
2006-02-11,43905.0,12027.0,8117.0
2006-02-18,35837.0,11553.0,7331.0
2006-02-25,34910.0,11596.0,7298.0
2006-03-04,42829.0,11162.0,7587.0
2006-03-11,46332.0,14049.0,7645.0
2006-03-18,39447.0,12233.0,7884.0
2006-03-25,37614.0,10884.0,7059.0
2006-04-01,33437.0,11903.0,6517.0
2006-04-08,52555.0,14287.0,9276.0
2006-04-15,41016.0,11291.0,7949.0
2006-04-22,41460.0,12473.0,7703.0
2006-04-29,39703.0,11732.0,8060.0
2006-05-06,40393.0,13090.0,8813.0
2006-05-13,38419.0,12451.0,8740.0
2006-05-20,37179.0,13087.0,8455.0
2006-05-27,39232.0,16358.0,9744.0
2006-06-03,33110.0,14222.0,9951.0
2006-06-10,35643.0,12157.0,11343.0
2006-06-17,40252.0,12550.0,9606.0
2006-06-24,40036.0,13010.0,9616.0
2006-07-01,38818.0,13811.0,8325.0
2006-07-08,42197.0,16488.0,11797.0
2006-07-15,40723.0,11773.0,11393.0
2006-07-22,36123.0,12376.0,10744.0
2006-07-29,39692.0,13122.0,9977.0
2006-08-05,38650.0,13021.0,9930.0
2006-08-12,36662.0,12159.0,9750.0
2006-08-19,36126.0,12049.0,9850.0
2006-08-26,36196.0,12222.0,9400.0
2006-09-02,35284.0,12811.0,8892.0
2006-09-09,30767.0,11981.0,8598.0
2006-09-16,35480.0,10329.0,9458.0
2006-09-23,36282.0,11119.0,8892.0
2006-09-30,36027.0,11507.0,8340.0
2006-10-07,40188.0,13144.0,10789.0
2006-10-14,38388.0,12306.0,9406.0
2006-10-21,37676.0,12120.0,9911.0
2006-10-28,41061.0,11680.0,8963.0
2006-11-04,40827.0,14075.0,10015.0
2006-11-11,41241.0,12753.0,7724.0
2006-11-18,51190.0,14953.0,10744.0
2006-11-25,40320.0,19859.0,6040.0
2006-12-02,49679.0,14252.0,9732.0
2006-12-09,41293.0,13500.0,10953.0
2006-12-16,47305.0,13302.0,8962.0
2006-12-23,49129.0,17091.0,9093.0
2006-12-30,40045.0,11423.0,5994.0
2007-01-06,44405.0,12699.0,8911.0
2007-01-13,54520.0,16331.0,12319.0
2007-01-20,43524.0,11349.0,9933.0
2007-01-27,49038.0,14371.0,10981.0
2007-02-03,47582.0,12348.0,9580.0
2007-02-10,46512.0,11851.0,10374.0
2007-02-17,43754.0,11031.0,8433.0
2007-02-24,39374.0,10477.0,8832.0
2007-03-03,45770.0,11865.0,9432.0
2007-03-10,42589.0,14702.0,9971.0
2007-03-17,38510.0,12129.0,9338.0
2007-03-24,40364.0,11644.0,9409.0
2007-03-31,38875.0,11373.0,8071.0
2007-04-07,47519.0,13540.0,11688.0
2007-04-14,42210.0,12119.0,10245.0
2007-04-21,42973.0,12512.0,10818.0
2007-04-28,42595.0,11466.0,10150.0
2007-05-05,41866.0,12506.0,10517.0
2007-05-12,40345.0,12173.0,11280.0
2007-05-19,40953.0,12751.0,11241.0
2007-05-26,41041.0,14900.0,12230.0
2007-06-02,34093.0,12984.0,11129.0
2007-06-09,44426.0,13885.0,14705.0
2007-06-16,43362.0,12433.0,14041.0
2007-06-23,42728.0,12104.0,12992.0
2007-06-30,43889.0,12664.0,10642.0
2007-07-07,45912.0,13403.0,10858.0
2007-07-14,43517.0,12719.0,16886.0
2007-07-21,41005.0,12488.0,14046.0
2007-07-28,41351.0,11496.0,11892.0
2007-08-04,39352.0,12384.0,11415.0
2007-08-11,41925.0,12694.0,11844.0
2007-08-18,37942.0,11386.0,13148.0
2007-08-25,40150.0,11539.0,12200.0
2007-09-01,38814.0,13068.0,11873.0
2007-09-08,34465.0,10598.0,9875.0
2007-09-15,39835.0,11520.0,13385.0
2007-09-22,39782.0,11439.0,14153.0
2007-09-29,39485.0,12751.0,11397.0
2007-10-06,45802.0,12528.0,12713.0
2007-10-13,40885.0,12809.0,14295.0
2007-10-20,47912.0,11912.0,13355.0
2007-10-27,48901.0,12562.0,12421.0
2007-11-03,49976.0,12983.0,12189.0
2007-11-10,55672.0,13779.0,13121.0
2007-11-17,49767.0,14876.0,12063.0
2007-11-24,39332.0,11451.0,9195.0
2007-12-01,56199.0,14542.0,14059.0
2007-12-08,55762.0,13787.0,15787.0
2007-12-15,50408.0,13545.0,13200.0
2007-12-22,56753.0,17933.0,12211.0
2007-12-29,42300.0,9309.0,6584.0
2008-01-05,44124.0,12388.0,9304.0
2008-01-12,71318.0,16181.0,14188.0
2008-01-19,56986.0,14692.0,18493.0
2008-01-26,57219.0,11805.0,14366.0
2008-02-02,54370.0,12968.0,16407.0
2008-02-09,62227.0,12714.0,14997.0
2008-02-16,46200.0,11990.0,13811.0
2008-02-23,49222.0,11881.0,13433.0
2008-03-01,50509.0,12442.0,12593.0
2008-03-08,54264.0,13072.0,14506.0
2008-03-15,49248.0,15247.0,12855.0
2008-03-22,48438.0,12700.0,12195.0
2008-03-29,46843.0,12344.0,13111.0
2008-04-05,48794.0,14721.0,13858.0
2008-04-12,57585.0,14823.0,18139.0
2008-04-19,52455.0,16760.0,14861.0
2008-04-26,50766.0,13387.0,14644.0
2008-05-03,48999.0,13463.0,14893.0
2008-05-10,48670.0,13663.0,16282.0
2008-05-17,47730.0,13705.0,15878.0
2008-05-24,47023.0,13503.0,14785.0
2008-05-31,42272.0,14513.0,12128.0
2008-06-07,53050.0,17244.0,18292.0
2008-06-14,50940.0,14580.0,19550.0
2008-06-21,55995.0,13903.0,18159.0
2008-06-28,54764.0,15440.0,17126.0
2008-07-05,50186.0,13084.0,15364.0
2008-07-12,59602.0,15782.0,19771.0
2008-07-19,58053.0,16944.0,23000.0
2008-07-26,61964.0,13744.0,22989.0
2008-08-02,63171.0,15671.0,23829.0
2008-08-09,59209.0,15261.0,15912.0
2008-08-16,51347.0,14393.0,16844.0
2008-08-23,52045.0,16465.0,17183.0
2008-08-30,51832.0,15650.0,19064.0
2008-09-06,48594.0,12395.0,17295.0
2008-09-13,53273.0,13625.0,22158.0
2008-09-20,53416.0,35860.0,23394.0
2008-09-27,54071.0,49398.0,16541.0
2008-10-04,60074.0,31480.0,20794.0
2008-10-11,62855.0,25512.0,23801.0
2008-10-18,62853.0,24679.0,24344.0
2008-10-25,67470.0,18781.0,23683.0
2008-11-01,63867.0,19982.0,21356.0
2008-11-08,79399.0,21205.0,23281.0
2008-11-15,69963.0,20697.0,20595.0
2008-11-22,80845.0,25399.0,24164.0
2008-11-29,60541.0,18270.0,15538.0
2008-12-06,83504.0,27368.0,21114.0
2008-12-13,67011.0,24785.0,19407.0
2008-12-20,87877.0,27724.0,21464.0
2008-12-27,78175.0,14492.0,12898.0
2009-01-03,63379.0,21677.0,13245.0
2009-01-10,85952.0,30830.0,33903.0
2009-01-17,87778.0,31367.0,40403.0
2009-01-24,75704.0,24183.0,25700.0
2009-01-31,95705.0,25646.0,28579.0
2009-02-07,90456.0,29038.0,29723.0
2009-02-14,73906.0,27851.0,26237.0
2009-02-21,76583.0,26829.0,22651.0
2009-02-28,84348.0,26562.0,21092.0
2009-03-07,83071.0,30569.0,24986.0
2009-03-14,74516.0,31597.0,24592.0
2009-03-21,81236.0,26775.0,24207.0
2009-03-28,74179.0,25623.0,23558.0
2009-04-04,69471.0,29357.0,22019.0
2009-04-11,75875.0,26651.0,31322.0
2009-04-18,84410.0,24333.0,24114.0
2009-04-25,73577.0,24649.0,23783.0
2009-05-02,72078.0,25239.0,24328.0
2009-05-09,62026.0,25579.0,24862.0
2009-05-16,67473.0,25596.0,25390.0
2009-05-23,68156.0,27144.0,25621.0
2009-05-30,64605.0,24258.0,18966.0
2009-06-06,69499.0,27807.0,25435.0
2009-06-13,72039.0,26456.0,33818.0
2009-06-20,86609.0,23697.0,31924.0
2009-06-27,83690.0,23453.0,19431.0
2009-07-04,79397.0,23650.0,21110.0
2009-07-11,77642.0,25376.0,31153.0
2009-07-18,81932.0,22968.0,34444.0
2009-07-25,80794.0,22578.0,25730.0
2009-08-01,73536.0,21447.0,22372.0
2009-08-08,67901.0,23016.0,23158.0
2009-08-15,61615.0,20459.0,24306.0
2009-08-22,70247.0,19927.0,22653.0
2009-08-29,69273.0,22764.0,24433.0
2009-09-05,66522.0,21955.0,24201.0
2009-09-12,64433.0,17332.0,21823.0
2009-09-19,69545.0,21278.0,24171.0
2009-09-26,74012.0,21141.0,23437.0
2009-10-03,70101.0,22432.0,18259.0
2009-10-10,63039.0,24063.0,28235.0
2009-10-17,68813.0,21720.0,26591.0
2009-10-24,83207.0,22230.0,26047.0
2009-10-31,76455.0,23195.0,22638.0
2009-11-07,77701.0,24954.0,20723.0
2009-11-14,69714.0,20244.0,22036.0
2009-11-21,84510.0,23744.0,24190.0
2009-11-28,55838.0,14225.0,16976.0
2009-12-05,84196.0,26447.0,25656.0
2009-12-12,73681.0,21859.0,19978.0
2009-12-19,80998.0,21065.0,23157.0
2009-12-26,57838.0,13109.0,19421.0
2010-01-02,55554.0,16583.0,12898.0
2010-01-09,71714.0,32475.0,25837.0
2010-01-16,115462.0,24421.0,28182.0
2010-01-23,92788.0,19985.0,22659.0
2010-01-30,94784.0,21108.0,24404.0
2010-02-06,81249.0,21864.0,20817.0
2010-02-13,75709.0,19228.0,20512.0
2010-02-20,63709.0,18206.0,17948.0
2010-02-27,79821.0,19646.0,20464.0
2010-03-06,72586.0,20525.0,21442.0
2010-03-13,76020.0,18933.0,21518.0
2010-03-20,70840.0,17567.0,20085.0
2010-03-27,72141.0,21207.0,19452.0
2010-04-03,69168.0,18069.0,16806.0
2010-04-10,92953.0,22645.0,24110.0
2010-04-17,77573.0,20149.0,24532.0
2010-04-24,83991.0,19628.0,21766.0
2010-05-01,65445.0,19643.0,20475.0
2010-05-08,73796.0,20207.0,21598.0
2010-05-15,71635.0,19563.0,20118.0
2010-05-22,70429.0,20042.0,20379.0
2010-05-29,72510.0,18979.0,23839.0
